CE_OI,CE_CHNG_IN_OI,CE_VOLUME,CE_IV,CE_LTP,CE_CHNG,CE_BID_QTY,CE_BID_PRICE,CE_ASK_QTY,CE_ASK_PRICE,strikePrice,PE_OI,PE_CHNG_IN_OI,PE_VOLUME,PE_IV,PE_LTP,PE_CHNG,PE_BID_QTY,PE_BID_PRICE,PE_ASK_QTY,PE_ASK_PRICE,TimeStamp
271540,116120,1968596,13.17,22.55,0.0,3000,22.4,2200,22.5,25200,10579,5048,138020,13.73,340.0,-11.6,200,339.55,500,340.35,2024-07-29 12:51:27
94492,38259,967872,13.24,16.65,0.4,5100,16.5,3900,16.6,25250,2766,2524,18455,14.09,380.0,-19.0,50,383.35,25,384.1,2024-07-29 12:51:27
148647,46053,1296561,13.32,12.05,0.45,350,12.05,7950,12.1,25300,5692,4633,27522,15.05,428.8,-11.2,50,429.1,75,430.15,2024-07-29 12:51:27
60897,9432,802137,13.55,9.1,0.55,11475,9.0,10550,9.1,25350,189,99,2209,15.38,466.55,-19.05,75,476.25,250,477.45,2024-07-29 12:51:27
104472,24371,913318,13.82,6.9,0.3,3950,6.9,7575,6.95,25400,610,359,5775,16.17,515.0,-21.85,75,523.05,75,524.55,2024-07-29 12:51:27
51005,27396,469177,14.21,5.5,0.45,9375,5.45,6425,5.5,25450,192,120,1861,17.4,560.9,-21.6,75,571.75,50,582.55,2024-07-29 12:51:27
271314,62664,1459916,14.62,4.45,0.15,20750,4.4,14025,4.45,25500,2766,1085,10422,17.35,615.3,-19.35,25,619.9,25,621.55,2024-07-29 12:51:27
49623,29020,400166,15.07,3.6,0.25,8150,3.6,8625,3.65,25550,6,6,27,23.75,661.65,-1183.5,75,670.4,75,672.85,2024-07-29 12:51:27
129091,47386,723466,15.54,3.05,0.35,5050,3.0,13625,3.05,25600,321,294,715,23.17,711.9,-16.45,75,719.15,75,721.25,2024-07-29 12:51:27
26592,9260,277176,16.0,2.55,0.2,6975,2.55,9025,2.6,25650,1,0,0,0.0,0.0,0.0,1800,739.5,1800,789.6,2024-07-29 12:51:27
64743,22063,522848,16.57,2.2,0.15,27450,2.2,21250,2.25,25700,49,5,134,21.68,812.8,-16.1,75,818.5,75,820.95,2024-07-29 12:51:27
26717,14420,176992,17.26,2.0,0.15,22425,2.0,11325,2.05,25750,7,7,19,27.84,864.25,-1160.9,75,868.25,75,870.65,2024-07-29 12:51:27
77271,35249,392007,17.72,1.75,0.15,24350,1.7,52925,1.75,25800,35,30,149,27.08,913.9,8.25,75,917.7,100,920.25,2024-07-29 12:51:27
14266,7528,72321,18.47,1.6,0.1,14150,1.6,6300,1.65,25850,0,0,0,0.0,0.0,0.0,1800,938.15,1800,988.95,2024-07-29 12:51:27
37661,9674,169056,18.99,1.5,0.2,28450,1.5,43800,1.55,25900,3,3,6,0.0,959.35,-1203.45,50,1003.6,50,1028.25,2024-07-29 12:51:27
10458,931,40299,19.62,1.55,0.3,5775,1.5,3650,1.55,25950,0,0,0,0.0,0.0,0.0,1800,1037.8,1800,1088.85,2024-07-29 12:51:27
227877,53301,663414,20.32,1.4,0.2,83875,1.35,81025,1.4,26000,1019,486,1059,27.55,1118.95,-14.0,50,1114.55,225,1119.8,2024-07-29 12:51:27
14432,3872,39457,21.1,1.35,0.3,17725,1.35,8800,1.4,26050,14,12,24,0.0,1013.6,-561.4,75,1166.65,75,1169.35,2024-07-29 12:51:27
25665,11543,130625,21.47,1.25,0.3,66575,1.2,44925,1.25,26100,3,0,0,0.0,0.0,0.0,1800,1187.4,1800,1238.75,2024-07-29 12:51:27
11259,6205,54456,22.34,1.3,0.5,20825,1.25,11475,1.3,26150,0,0,0,0.0,0.0,0.0,1800,1237.3,1800,1288.75,2024-07-29 12:51:27
32497,13628,126377,22.87,1.15,0.35,75525,1.15,48150,1.2,26200,0,0,0,0.0,0.0,0.0,1800,1287.2,1800,1338.75,2024-07-29 12:51:27
10122,1248,40281,23.62,1.1,0.35,20175,1.1,21225,1.15,26250,3,0,3,40.64,1390.1,18.8,50,1341.3,50,1382.25,2024-07-29 12:51:27
18154,9871,83054,24.24,1.1,0.4,71650,1.05,39250,1.1,26300,0,0,0,0.0,0.0,0.0,1800,1387.0,1800,1438.7,2024-07-29 12:51:27
51651,28355,284149,25.1,1.2,0.55,36600,1.2,17075,1.25,26350,1,0,0,0.0,0.0,0.0,1800,1436.9,1800,1488.7,2024-07-29 12:51:27
26219,-1516,197620,25.57,1.05,0.5,65425,1.05,50550,1.1,26400,1,1,2,0.0,1451.05,-1182.95,250,1459.8,1025,1571.4,2024-07-29 12:51:27
21762,15365,105019,26.3,1.05,0.45,14350,1.05,19100,1.1,26450,2,0,0,0.0,0.0,0.0,1025,1493.45,1025,1618.2,2024-07-29 12:51:27
145121,-22428,675977,26.06,0.8,0.35,79225,0.75,77975,0.8,26500,159,159,311,0.0,1479.8,-1250.15,100,1597.7,50,1640.4,2024-07-29 12:51:27
104278,-12637,338971,26.76,0.75,0.3,46450,0.75,59300,0.8,26550,3,0,6,0.0,1606.25,-357.05,1025,1518.1,1025,1738.5,2024-07-29 12:51:27
40423,0,253356,27.46,0.8,-14.75,29675,0.75,26625,0.8,26600,0,0,0,0.0,0.0,0.0,1025,1555.0,1025,1787.95,2024-07-29 12:51:27
400,0,0,0.0,0.0,0.0,1025,3074.65,250,3182.9,21750,212257,-77087,377721,51.93,0.65,-1.3,190925,0.65,72625,0.7,2024-07-29 12:55:40
31,0,0,0.0,0.0,0.0,1025,3020.3,250,3133.05,21800,53640,-15810,84451,51.13,0.65,-1.15,52475,0.6,20175,0.65,2024-07-29 12:55:40
0,0,0,0.0,0.0,0.0,1025,2970.6,250,3083.15,21850,24546,-7999,63311,51.32,0.7,-1.3,21600,0.7,2750,0.75,2024-07-29 12:55:40
6,0,0,0.0,0.0,0.0,1025,2927.45,250,3033.1,21900,12308,-8565,35905,50.5,0.75,-1.15,5925,0.7,2900,0.75,2024-07-29 12:55:40
111,0,0,0.0,0.0,0.0,1025,2875.3,250,2982.95,21950,5759,-6124,20615,49.38,0.7,-1.25,2500,0.65,1425,0.75,2024-07-29 12:55:40
463,1,3,120.56,3062.15,162.15,225,2833.4,50,2877.45,22000,98223,-21467,107877,48.56,0.7,-1.05,18675,0.65,13050,0.7,2024-07-29 12:55:40
192,0,0,0.0,0.0,0.0,1025,2778.0,250,2882.9,22050,659,12,3399,48.33,0.8,-1.05,3200,0.75,625,0.8,2024-07-29 12:55:40
25,0,0,0.0,0.0,0.0,1025,2728.2,1025,2844.9,22100,4580,-1253,10913,47.51,0.8,-1.0,4325,0.75,2050,0.8,2024-07-29 12:55:40
1,0,0,0.0,0.0,0.0,1025,2671.35,250,2782.75,22150,3087,433,7262,45.83,0.7,-1.15,8625,0.7,7800,0.75,2024-07-29 12:55:40
5,0,0,0.0,0.0,0.0,1025,2628.3,250,2724.25,22200,2966,-1031,10241,45.32,0.7,-1.1,3075,0.7,3175,0.75,2024-07-29 12:55:40
0,0,0,0.0,0.0,0.0,1025,2571.75,250,2682.85,22250,824,-25,2432,44.8,0.8,-1.0,200,0.75,575,0.85,2024-07-29 12:55:40
6,0,0,0.0,0.0,0.0,1025,2521.75,250,2632.65,22300,3237,-1626,6197,43.98,0.7,-1.2,5775,0.7,825,0.75,2024-07-29 12:55:40
0,0,0,0.0,0.0,0.0,1025,2462.9,250,2582.75,22350,547,-157,2385,43.68,0.9,-1.05,250,0.8,950,0.95,2024-07-29 12:55:40
2,0,0,0.0,0.0,0.0,1025,2422.15,250,2532.7,22400,5630,-1875,14414,42.62,0.8,-1.1,525,0.8,2300,0.85,2024-07-29 12:55:40
0,0,0,0.0,0.0,0.0,1025,2379.1,250,2482.65,22450,1122,-134,2721,42.04,0.8,-1.2,1475,0.8,3000,0.85,2024-07-29 12:55:40
703,-7,8,57.02,2410.0,60.0,725,2350.05,50,2378.0,22500,43426,-11372,126257,41.23,0.85,-1.1,17350,0.85,37700,0.9,2024-07-29 12:55:40
0,0,0,0.0,0.0,0.0,1025,2277.1,1025,2419.9,22550,2203,1,4020,40.63,0.9,-1.1,4375,0.85,975,0.95,2024-07-29 12:55:40
6,1,2,0.0,2235.0,305.0,50,2239.75,1025,2358.25,22600,9429,-761,29369,39.81,0.9,-1.2,3375,0.9,950,0.95,2024-07-29 12:55:40
0,0,0,0.0,0.0,0.0,1025,2179.8,250,2277.65,22650,1271,-333,2593,39.4,1.0,-1.2,725,0.95,1225,1.0,2024-07-29 12:55:40
372,0,0,0.0,0.0,0.0,1025,2125.3,1025,2263.15,22700,9388,-573,20863,38.17,0.9,-1.3,2600,0.9,2800,0.95,2024-07-29 12:55:40
0,0,0,0.0,0.0,0.0,1025,2073.2,250,2182.4,22750,1566,-355,4933,37.93,1.0,-1.2,1100,0.95,875,1.0,2024-07-29 12:55:40
336,3,22,0.0,2080.7,307.75,1025,2033.7,75,2129.9,22800,21453,-4551,39516,37.1,1.05,-1.2,19475,1.0,10075,1.05,2024-07-29 12:55:40
4,3,10,58.98,2077.9,341.0,1025,1964.8,50,2083.9,22850,1827,-1348,13519,36.62,1.15,-1.15,525,1.15,3525,1.2,2024-07-29 12:55:40
71,0,0,0.0,0.0,0.0,1025,1930.7,250,2032.4,22900,10896,-3258,47643,35.78,1.15,-1.2,16325,1.15,15500,1.2,2024-07-29 12:55:40
1,0,0,0.0,0.0,0.0,1025,1874.0,250,1982.45,22950,2454,-1552,13867,35.1,1.2,-1.25,3750,1.15,1075,1.2,2024-07-29 12:55:40
4166,-83,480,0.0,1879.25,23.7,75,1865.4,25,1873.25,23000,137997,-19061,366585,34.56,1.3,-1.3,72425,1.25,39050,1.3,2024-07-29 12:55:40
1,0,0,0.0,0.0,0.0,1025,1772.8,1025,1894.15,23050,3178,-936,13318,33.71,1.35,-1.2,750,1.3,5175,1.35,2024-07-29 12:55:40
112,0,1,60.27,1849.85,141.65,50,1763.55,1025,1836.05,23100,31221,-3915,103155,33.0,1.35,-1.3,15550,1.3,26550,1.35,2024-07-29 12:55:40
11,0,0,0.0,0.0,0.0,1025,1670.3,250,1782.3,23150,4810,-761,15770,32.02,1.3,-1.3,2000,1.25,2025,1.3,2024-07-29 12:55:40
598,-6,21,0.0,1671.85,18.75,75,1647.65,125,1706.75,23200,47436,6873,218609,31.31,1.3,-1.45,11975,1.3,27725,1.35,2024-07-29 12:55:40
19,0,0,0.0,0.0,0.0,1025,1575.15,250,1682.5,23250,7503,-2149,26200,31.05,1.55,-1.4,1700,1.55,4400,1.6,2024-07-29 12:55:40
426,-5,7,39.6,1610.0,32.45,50,1562.5,50,1631.95,23300,47648,-1035,186042,30.08,1.55,-1.5,12175,1.55,15825,1.6,2024-07-29 12:55:40
168,-54,79,0.0,1509.95,-5.5,100,1516.65,50,1562.4,23350,8935,-747,21536,29.33,1.65,-1.55,5525,1.6,1500,1.65,2024-07-29 12:55:40
1013,-63,96,0.0,1489.15,29.15,100,1455.2,75,1497.45,23400,38224,-4949,150225,28.67,1.7,-1.65,14400,1.65,17375,1.7,2024-07-29 12:55:40
24,0,0,0.0,0.0,0.0,1800,1397.0,1800,1448.6,23450,11091,-1516,61311,28.08,1.85,-1.6,16225,1.8,15650,1.85,2024-07-29 12:55:40
5122,-806,1336,0.0,1375.0,2.0,100,1368.3,25,1373.4,23500,139864,-26312,485765,27.11,1.75,-1.9,47300,1.75,24825,1.8,2024-07-29 12:55:40
79,0,1,0.0,1310.3,26.3,200,1298.2,75,1348.6,23550,20658,-1031,73901,26.58,2.0,-2.05,12300,1.95,10175,2.05,2024-07-29 12:55:40
1850,-57,99,0.0,1280.0,9.7,250,1267.95,100,1273.95,23600,42772,-30114,256683,25.69,2.0,-2.1,13850,2.0,16600,2.05,2024-07-29 12:55:40
89,-2,8,0.0,1240.15,0.4,75,1198.7,50,1248.8,23650,14866,-3776,72614,25.04,2.15,-2.35,7775,2.1,5300,2.2,2024-07-29 12:55:40
2104,-61,153,19.18,1199.75,34.25,125,1157.8,75,1178.55,23700,65153,-29633,411303,24.35,2.4,-2.35,16275,2.35,14600,2.4,2024-07-29 12:55:40
175,0,3,0.0,1110.6,-9.3,300,1099.2,50,1135.85,23750,10729,-15645,131523,23.71,2.6,-2.5,8475,2.55,1875,2.6,2024-07-29 12:55:40
3123,7,481,0.0,1077.75,5.9,125,1068.5,125,1075.45,23800,73435,-527,366091,23.04,2.8,-2.7,12300,2.75,9500,2.8,2024-07-29 12:55:40
198,-2,24,0.0,1036.25,22.15,75,1004.05,100,1039.2,23850,19484,1497,96799,22.39,3.15,-2.9,2850,3.1,4150,3.15,2024-07-29 12:55:40
1595,-114,305,0.0,975.0,-2.25,50,971.0,25,976.55,23900,50869,-28225,409346,21.81,3.45,-3.4,13150,3.4,15150,3.5,2024-07-29 12:55:40
549,-8,28,0.0,912.15,-0.65,50,920.25,50,928.95,23950,16072,-501,108742,21.22,3.9,-3.5,2750,3.85,2975,3.9,2024-07-29 12:55:40
18855,-1461,9492,0.0,874.0,-1.8,100,873.0,50,876.25,24000,244125,29628,1045843,20.7,4.55,-3.75,10825,4.5,15375,4.55,2024-07-29 12:55:40
779,-36,111,23.9,861.95,35.0,100,804.05,125,842.2,24050,31608,3935,236889,20.04,5.15,-4.05,5425,5.05,9500,5.15,2024-07-29 12:55:40
5750,-286,1146,12.77,776.45,-2.15,75,774.85,75,777.2,24100,110600,13536,799127,19.49,5.8,-4.45,4850,5.85,15300,5.9,2024-07-29 12:55:40
1501,-89,641,0.0,729.15,-8.05,50,724.95,50,729.1,24150,36325,-9059,355548,18.9,6.7,-4.8,7250,6.65,10675,6.75,2024-07-29 12:55:40
12540,-2244,7195,16.02,679.9,-0.65,100,676.65,100,679.9,24200,159970,14642,902155,18.33,7.85,-5.55,2775,7.85,13725,7.9,2024-07-29 12:55:40
6469,-133,927,0.0,630.8,-4.3,100,628.75,75,632.15,24250,46331,-2426,454666,17.66,8.9,-6.5,8100,8.9,1175,8.95,2024-07-29 12:55:40
23388,-2669,9432,0.0,580.3,-6.0,400,581.35,275,583.3,24300,137352,5907,986201,17.12,10.5,-7.55,11950,10.45,6775,10.55,2024-07-29 12:55:40
16283,-998,4659,12.46,548.25,7.85,725,532.75,100,536.25,24350,60142,2588,615463,16.59,12.55,-8.6,4675,12.55,2100,12.6,2024-07-29 12:55:40
52647,-9461,27901,13.46,485.65,-5.3,400,486.2,350,487.7,24400,219713,30980,1309606,16.17,15.45,-9.75,4175,15.4,5625,15.5,2024-07-29 12:55:40
24347,-3096,9889,10.07,442.85,-6.7,100,439.75,100,441.0,24450,91857,27593,601569,15.76,18.95,-10.85,3275,19.0,550,19.1,2024-07-29 12:55:40
71762,-22629,131827,13.56,395.4,-9.0,200,395.35,50,396.2,24500,238165,1316,1439804,15.53,24.2,-11.9,650,24.1,5075,24.2,2024-07-29 12:55:40
25650,-6057,26128,13.58,354.85,-9.15,500,351.6,400,352.45,24550,64936,3492,625885,15.24,30.45,-12.6,1900,30.3,325,30.4,2024-07-29 12:55:40
52084,-22778,128562,13.47,309.85,-10.8,25,309.25,75,309.85,24600,170018,-9884,1276659,14.98,38.65,-13.0,725,38.7,425,38.8,2024-07-29 12:55:40
23038,-8657,55086,13.58,268.9,-14.15,125,269.0,50,269.55,24650,69364,-282,728692,14.78,48.5,-13.4,625,48.65,500,48.8,2024-07-29 12:55:40
56955,-22898,267244,13.3,231.45,-11.6,125,231.35,150,231.75,24700,136315,-12871,1371453,14.6,60.85,-13.2,25,60.7,1950,60.85,2024-07-29 12:55:40
31830,-11963,190066,13.27,196.35,-13.4,100,196.1,975,196.5,24750,58203,5487,805292,14.39,75.3,-13.65,625,75.35,250,75.5,2024-07-29 12:55:40
122199,-4191,1088682,13.2,164.75,-10.85,75,164.45,75,164.75,24800,164204,22936,2127394,14.27,92.9,-13.4,450,92.95,100,93.1,2024-07-29 12:55:40
74753,10102,1029370,13.14,135.2,-10.8,650,135.2,25,135.45,24850,69423,21765,1413737,14.17,114.2,-12.25,1100,113.95,250,114.2,2024-07-29 12:55:40
175210,58422,2936691,13.08,108.9,-10.05,250,108.9,25,109.05,24900,141732,99714,3015438,14.06,138.0,-10.25,25,137.75,1550,138.0,2024-07-29 12:55:40
100696,55354,2188256,13.09,86.8,-8.9,1025,86.9,550,87.1,24950,41448,31470,1446578,14.14,166.05,-8.55,250,165.95,25,166.15,2024-07-29 12:55:40
352866,127302,4332604,13.14,68.95,-5.55,150,68.95,450,69.1,25000,109554,72641,2068359,14.11,197.25,-7.35,550,196.9,125,197.25,2024-07-29 12:55:40
74600,31692,1147669,13.08,52.6,-4.4,225,52.6,500,52.7,25050,13359,9034,278418,14.28,231.7,-4.7,600,231.5,225,231.8,2024-07-29 12:55:40
158542,11002,1917597,13.01,39.0,-3.0,3300,39.0,125,39.1,25100,17720,8035,298416,14.19,268.1,-3.9,350,267.55,125,268.05,2024-07-29 12:55:40
73756,17589,1035785,12.95,28.7,-2.1,675,28.7,225,28.75,25150,5717,2638,78142,14.32,305.0,-5.35,75,306.6,25,307.25,2024-07-29 12:55:40
273359,117939,1989053,12.91,20.75,-1.8,600,20.8,175,20.85,25200,10654,5123,138560,14.33,349.85,-1.75,50,349.7,50,350.5,2024-07-29 12:55:40
95125,38892,975003,13.02,15.3,-0.95,4450,15.3,275,15.35,25250,2772,2530,18465,14.29,382.15,-16.85,75,393.85,50,395.05,2024-07-29 12:55:40
148491,45897,1308497,13.14,11.2,-0.4,7750,11.2,6750,11.3,25300,5796,4737,27769,15.35,440.0,0.0,25,438.65,25,440.4,2024-07-29 12:55:40
60848,9383,807248,13.38,8.4,-0.15,8375,8.4,11025,8.5,25350,191,101,2247,15.59,470.7,-14.9,150,485.15,50,487.75,2024-07-29 12:55:40
103298,23197,922363,13.65,6.5,-0.1,8275,6.45,14150,6.55,25400,614,363,5800,16.43,532.65,-4.2,200,533.6,100,536.9,2024-07-29 12:55:40
51180,27571,472330,14.04,5.15,0.1,7675,5.15,10525,5.2,25450,188,116,1866,16.41,581.9,-0.6,50,581.7,125,584.65,2024-07-29 12:55:40
271759,63109,1469984,14.47,4.2,-0.1,18225,4.15,13925,4.2,25500,2766,1085,10597,18.03,630.0,-4.65,25,630.15,50,632.8,2024-07-29 12:55:40
49641,29038,402425,14.9,3.45,0.1,17975,3.4,5375,3.45,25550,6,6,27,18.92,661.65,-1183.5,50,657.35,25,698.15,2024-07-29 12:55:40
129044,47339,734091,15.35,2.85,0.15,14750,2.85,16525,2.9,25600,319,292,718,20.13,718.3,-10.05,200,729.25,175,733.05,2024-07-29 12:55:40
26548,9216,278229,15.81,2.45,0.1,3300,2.45,10100,2.5,25650,1,0,0,0.0,0.0,0.0,250,730.4,1025,818.4,2024-07-29 12:55:40
64535,21855,525130,16.39,2.15,0.1,15525,2.15,33825,2.2,25700,49,5,135,22.65,825.65,-3.25,50,827.3,125,833.3,2024-07-29 12:55:40
26730,14433,178340,16.96,1.95,0.1,10250,1.95,7100,2.0,25750,7,7,19,24.27,864.25,-1160.9,50,865.95,50,891.7,2024-07-29 12:55:40
79198,37176,402615,17.41,1.6,0.0,111550,1.6,44725,1.65,25800,35,30,149,26.87,913.9,8.25,25,926.05,100,932.5,2024-07-29 12:55:40
15102,8364,73499,18.16,1.6,0.1,7875,1.6,9225,1.65,25850,0,0,0,0.0,0.0,0.0,250,931.6,1025,1017.85,2024-07-29 12:55:40
38549,10562,171057,18.81,1.45,0.15,24925,1.45,33250,1.5,25900,3,3,6,0.0,959.35,-1203.45,25,1004.05,50,1051.45,2024-07-29 12:55:40
10516,989,41367,19.53,1.5,0.25,3275,1.5,8675,1.55,25950,0,0,0,0.0,0.0,0.0,250,1027.1,1025,1125.3,2024-07-29 12:55:40
230669,56093,676105,20.15,1.35,0.15,105825,1.35,68675,1.4,26000,1019,486,1059,31.38,1118.95,-14.0,50,1124.9,50,1129.95,2024-07-29 12:55:40
14239,3679,39648,20.83,1.35,0.3,12050,1.35,9300,1.4,26050,14,12,24,0.0,1013.6,-561.4,50,1152.85,50,1184.4,2024-07-29 12:55:40
24532,10410,132694,21.41,1.25,0.3,60150,1.2,41000,1.25,26100,3,0,0,0.0,0.0,0.0,250,1179.0,1025,1270.7,2024-07-29 12:55:40
11487,6433,56035,22.27,1.35,0.55,19250,1.3,27575,1.35,26150,0,0,0,0.0,0.0,0.0,275,1230.25,1025,1319.85,2024-07-29 12:55:40
32070,13201,131138,22.82,1.2,0.4,58950,1.2,67450,1.25,26200,0,0,0,0.0,0.0,0.0,275,1278.5,1025,1371.05,2024-07-29 12:55:40
10400,1526,43469,23.33,1.2,0.45,19225,1.15,23550,1.2,26250,3,0,3,43.35,1390.1,18.8,250,1325.05,1025,1426.75,2024-07-29 12:55:40
18572,10289,85605,24.08,1.15,0.45,55550,1.15,49575,1.2,26300,0,0,0,0.0,0.0,0.0,1800,1403.05,1800,1454.8,2024-07-29 12:55:40
53540,30244,295943,25.18,1.25,0.6,14600,1.25,22625,1.3,26350,1,0,0,0.0,0.0,0.0,1800,1452.95,1800,1504.75,2024-07-29 12:55:40
27100,-635,203891,25.41,1.1,0.55,60050,1.1,55375,1.15,26400,1,1,2,0.0,1451.05,-1182.95,1025,1459.85,1025,1571.4,2024-07-29 12:55:40
21204,14807,106790,26.14,1.1,0.5,29200,1.1,39250,1.15,26450,2,0,0,0.0,0.0,0.0,1025,1493.45,1025,1621.45,2024-07-29 12:55:40
144557,-22992,678866,26.08,0.8,0.35,52900,0.8,79475,0.85,26500,159,159,311,0.0,1479.8,-1250.15,100,1621.6,50,1634.85,2024-07-29 12:55:40
103806,-13109,340801,26.61,0.75,0.3,53625,0.75,55675,0.8,26550,3,0,6,0.0,1606.25,-357.05,1025,1518.1,1025,1734.3,2024-07-29 12:55:40
40831,0,256058,27.49,0.85,-14.7,36600,0.8,27600,0.85,26600,0,0,0,0.0,0.0,0.0,1025,1558.9,1025,1784.85,2024-07-29 12:55:40
400,0,0,0.0,0.0,0.0,1025,3074.65,250,3173.35,21750,205373,-83971,383806,51.93,0.7,-1.25,30525,0.7,52350,0.75,2024-07-29 12:57:42
31,0,0,0.0,0.0,0.0,1025,3020.3,250,3123.5,21800,53630,-15820,86852,51.13,0.65,-1.15,65225,0.6,23125,0.65,2024-07-29 12:57:42
0,0,0,0.0,0.0,0.0,1025,2970.6,250,3073.6,21850,23419,-9126,63808,51.32,0.75,-1.25,3650,0.7,4300,0.75,2024-07-29 12:57:42
6,0,0,0.0,0.0,0.0,1025,2927.45,250,3023.55,21900,12308,-8565,35905,50.5,0.75,-1.15,6450,0.7,2300,0.75,2024-07-29 12:57:42
111,0,0,0.0,0.0,0.0,1025,2875.3,250,2973.45,21950,5759,-6124,20707,49.38,0.75,-1.2,3800,0.7,625,0.8,2024-07-29 12:57:42
463,1,3,120.56,3062.15,162.15,225,2833.4,50,2922.25,22000,98223,-21467,107922,48.56,0.7,-1.05,31900,0.65,17325,0.7,2024-07-29 12:57:42
192,0,0,0.0,0.0,0.0,1025,2760.75,250,2873.4,22050,659,12,3399,48.33,0.8,-1.05,3200,0.75,675,0.8,2024-07-29 12:57:42
25,0,0,0.0,0.0,0.0,1025,2710.7,250,2844.95,22100,4580,-1253,10913,47.51,0.8,-1.0,5550,0.75,2125,0.8,2024-07-29 12:57:42
1,0,0,0.0,0.0,0.0,1025,2671.35,250,2773.25,22150,3087,433,7303,45.83,0.7,-1.15,7450,0.7,6750,0.75,2024-07-29 12:57:42
5,0,0,0.0,0.0,0.0,1025,2610.75,250,2724.25,22200,2966,-1031,10241,45.32,0.7,-1.1,2775,0.7,3175,0.75,2024-07-29 12:57:42
0,0,0,0.0,0.0,0.0,1025,2571.75,250,2673.35,22250,824,-25,2432,44.8,0.8,-1.0,200,0.75,400,0.8,2024-07-29 12:57:42
6,0,0,0.0,0.0,0.0,1025,2521.75,250,2623.2,22300,3237,-1626,6197,43.98,0.7,-1.2,5475,0.7,1400,0.75,2024-07-29 12:57:42
0,0,0,0.0,0.0,0.0,1025,2462.9,250,2573.3,22350,543,-161,2386,43.68,0.95,-1.0,225,0.8,625,0.9,2024-07-29 12:57:42
2,0,0,0.0,0.0,0.0,1025,2422.15,250,2523.25,22400,5630,-1875,14457,42.62,0.85,-1.05,6875,0.75,3150,0.85,2024-07-29 12:57:42
0,0,0,0.0,0.0,0.0,1025,2361.75,250,2473.2,22450,1122,-134,2741,42.04,0.8,-1.2,975,0.8,3000,0.85,2024-07-29 12:57:42
703,-7,8,57.02,2410.0,60.0,50,2350.1,50,2430.2,22500,43426,-11372,126617,41.23,0.8,-1.15,43675,0.8,19425,0.85,2024-07-29 12:57:42
0,0,0,0.0,0.0,0.0,1025,2277.1,1025,2419.9,22550,2203,1,4020,40.63,0.9,-1.1,4225,0.85,1150,0.95,2024-07-29 12:57:42
6,1,2,0.0,2235.0,305.0,1025,2240.05,75,2330.25,22600,9438,-752,29369,39.81,0.9,-1.2,2625,0.9,2950,0.95,2024-07-29 12:57:42
0,0,0,0.0,0.0,0.0,1025,2163.05,250,2277.65,22650,1271,-333,2605,39.4,0.95,-1.25,1050,0.9,1675,1.0,2024-07-29 12:57:42
372,0,0,0.0,0.0,0.0,1025,2117.5,1025,2263.15,22700,9388,-573,21303,38.17,0.9,-1.3,1325,0.85,3375,0.9,2024-07-29 12:57:42
0,0,0,0.0,0.0,0.0,1025,2073.2,250,2173.0,22750,1570,-351,4953,37.93,1.0,-1.2,1825,0.9,1725,1.0,2024-07-29 12:57:42
336,3,22,0.0,2080.7,307.75,1025,2035.35,75,2081.65,22800,21453,-4551,39517,37.1,1.05,-1.2,21100,1.0,11375,1.05,2024-07-29 12:57:42
4,3,10,58.98,2077.9,341.0,1025,1965.5,50,2083.9,22850,1827,-1348,13536,36.62,1.15,-1.15,2575,1.1,3025,1.2,2024-07-29 12:57:42
71,0,0,0.0,0.0,0.0,1025,1914.0,250,2023.05,22900,10896,-3258,47700,35.78,1.2,-1.15,12725,1.15,18050,1.2,2024-07-29 12:57:42
1,0,0,0.0,0.0,0.0,1025,1874.0,250,1973.1,22950,2454,-1552,13890,35.1,1.2,-1.25,2250,1.15,2575,1.2,2024-07-29 12:57:42
4166,-83,480,0.0,1879.25,23.7,75,1853.2,100,1884.35,23000,137997,-19061,369831,34.56,1.25,-1.35,17850,1.25,83000,1.3,2024-07-29 12:57:42
1,0,0,0.0,0.0,0.0,1025,1772.8,1025,1894.15,23050,3178,-936,13338,33.71,1.3,-1.25,3500,1.25,5100,1.35,2024-07-29 12:57:42
112,0,1,60.27,1849.85,141.65,100,1763.6,100,1835.3,23100,31221,-3915,103870,33.0,1.3,-1.35,20900,1.25,21800,1.3,2024-07-29 12:57:42
11,0,0,0.0,0.0,0.0,1025,1670.3,250,1782.3,23150,4810,-761,15843,32.02,1.3,-1.3,1650,1.25,3750,1.3,2024-07-29 12:57:42
598,-6,21,0.0,1671.85,18.75,50,1654.9,50,1697.85,23200,47442,6879,219357,31.31,1.3,-1.45,26700,1.25,15200,1.3,2024-07-29 12:57:42
19,0,0,0.0,0.0,0.0,1025,1575.15,250,1673.2,23250,7503,-2149,26274,31.05,1.55,-1.4,2100,1.5,5775,1.55,2024-07-29 12:57:42
426,-5,7,39.6,1610.0,32.45,100,1562.55,100,1628.05,23300,47648,-1035,186402,30.08,1.55,-1.5,20750,1.5,7925,1.55,2024-07-29 12:57:42
168,-54,79,0.0,1509.95,-5.5,1025,1479.8,50,1562.15,23350,8935,-747,21751,29.33,1.6,-1.6,2550,1.6,4225,1.65,2024-07-29 12:57:42
1013,-63,96,0.0,1489.15,29.15,100,1460.6,50,1490.25,23400,38224,-4949,151071,28.67,1.65,-1.7,23350,1.6,2875,1.65,2024-07-29 12:57:42
