CE_OI,CE_CHNG_IN_OI,CE_VOLUME,CE_IV,CE_LTP,CE_CHNG,CE_BID_QTY,CE_BID_PRICE,CE_ASK_QTY,CE_ASK_PRICE,strikePrice,PE_OI,PE_CHNG_IN_OI,PE_VOLUME,PE_IV,PE_LTP,PE_CHNG,PE_BID_QTY,PE_BID_PRICE,PE_ASK_QTY,PE_ASK_PRICE,TimeStamp
400,0,0,0.0,0.0,0.0,250,3203.2,250,3310.5,21750,248340,-41004,265324,55.29,0.95,-1.0,54650,0.9,40025,0.95,2024-07-29 12:02:55
31,0,0,0.0,0.0,0.0,1025,2980.15,1025,3262.4,21800,54799,-14651,69596,54.46,0.95,-0.85,6775,0.9,6825,0.95,2024-07-29 12:02:55
0,0,0,0.0,0.0,0.0,250,3105.6,1025,3212.85,21850,30192,-2353,47638,53.9,0.95,-1.05,18075,0.9,8275,0.95,2024-07-29 12:02:55
6,0,0,0.0,0.0,0.0,250,3054.75,1025,3196.6,21900,13939,-6934,27799,53.07,0.95,-0.95,1675,0.95,4350,1.0,2024-07-29 12:02:55
111,0,0,0.0,0.0,0.0,250,3003.75,250,3110.3,21950,6505,-5378,17883,52.24,1.0,-0.95,1875,0.95,7275,1.05,2024-07-29 12:02:55
463,1,3,95.53,3062.15,162.15,225,2972.75,25,3012.1,22000,98872,-20818,93549,51.15,0.95,-0.8,12275,0.95,13725,1.0,2024-07-29 12:02:55
192,0,0,0.0,0.0,0.0,1025,2901.05,1025,3010.35,22050,799,152,2621,51.07,1.1,-0.75,1400,1.0,250,1.1,2024-07-29 12:02:55
25,0,0,0.0,0.0,0.0,1025,2852.15,1025,2964.2,22100,4643,-1190,8389,50.0,1.05,-0.75,975,1.05,1125,1.1,2024-07-29 12:02:55
1,0,0,0.0,0.0,0.0,1025,2801.6,1025,2921.85,22150,3130,476,5743,48.93,1.0,-0.85,775,1.0,3575,1.05,2024-07-29 12:02:55
5,0,0,0.0,0.0,0.0,1025,2754.35,1025,2896.85,22200,3261,-736,6999,48.1,1.0,-0.8,850,0.95,625,1.0,2024-07-29 12:02:55
0,0,0,0.0,0.0,0.0,1025,2702.15,250,2808.35,22250,895,46,2197,47.51,1.15,-0.65,150,1.05,950,1.15,2024-07-29 12:02:55
6,0,0,0.0,0.0,0.0,1025,2649.8,1025,2761.95,22300,3315,-1548,4933,46.9,1.05,-0.85,325,1.05,2450,1.1,2024-07-29 12:02:55
0,0,0,0.0,0.0,0.0,1025,2600.7,1025,2712.1,22350,555,-149,2014,46.07,1.1,-0.85,700,1.05,650,1.15,2024-07-29 12:02:55
2,0,0,0.0,0.0,0.0,1025,2553.3,1025,2682.0,22400,6193,-1312,11340,45.24,1.1,-0.8,2175,1.05,5725,1.1,2024-07-29 12:02:55
0,0,0,0.0,0.0,0.0,1025,2506.85,1025,2609.4,22450,1395,139,2024,44.62,1.15,-0.85,1175,1.15,425,1.2,2024-07-29 12:02:55
710,0,0,0.0,0.0,0.0,25,2460.0,25,2550.0,22500,44684,-10114,92095,43.59,1.1,-0.85,11600,1.1,28500,1.15,2024-07-29 12:02:55
0,0,0,0.0,0.0,0.0,1025,2401.35,1025,2511.8,22550,2391,189,3315,43.15,1.15,-0.85,3275,1.15,1675,1.2,2024-07-29 12:02:55
5,0,1,55.53,2410.0,480.0,1075,2305.7,1025,2465.15,22600,9205,-985,23761,42.5,1.25,-0.85,4900,1.2,3500,1.25,2024-07-29 12:02:55
0,0,0,0.0,0.0,0.0,1025,2304.35,1025,2412.3,22650,1299,-305,2043,41.66,1.25,-0.95,1375,1.2,1500,1.3,2024-07-29 12:02:55
372,0,0,0.0,0.0,0.0,1025,2251.85,1025,2361.7,22700,9424,-537,14658,40.65,1.25,-0.95,7075,1.2,4400,1.25,2024-07-29 12:02:55
0,0,0,0.0,0.0,0.0,1025,2199.9,1025,2339.75,22750,1785,-136,3042,39.81,1.2,-1.0,2350,1.15,2625,1.25,2024-07-29 12:02:55
333,0,0,0.0,0.0,0.0,1025,2156.1,1025,2294.7,22800,21844,-4160,32505,39.32,1.3,-0.95,5500,1.25,15875,1.3,2024-07-29 12:02:55
4,3,10,0.0,2077.9,341.0,1025,2090.9,75,2160.0,22850,2580,-595,9546,38.8,1.4,-0.9,2475,1.4,2300,1.45,2024-07-29 12:02:55
71,0,0,0.0,0.0,0.0,1025,2052.6,1025,2161.65,22900,11607,-2547,32144,38.1,1.35,-1.0,11425,1.35,22175,1.4,2024-07-29 12:02:55
1,0,0,0.0,0.0,0.0,1025,1925.3,1025,2144.9,22950,2577,-1429,9169,37.11,1.4,-1.05,3600,1.4,5050,1.45,2024-07-29 12:02:55
4219,-30,318,46.98,2010.0,154.45,75,2004.75,75,2009.0,23000,147431,-9627,288392,36.55,1.45,-1.15,45150,1.45,54625,1.5,2024-07-29 12:02:55
1,0,0,0.0,0.0,0.0,1025,1901.0,1025,2039.65,23050,3641,-473,10618,35.7,1.45,-1.1,3900,1.45,5150,1.55,2024-07-29 12:02:55
112,0,0,0.0,0.0,0.0,1025,1853.4,1025,1961.7,23100,31041,-4095,73354,34.98,1.55,-1.1,23600,1.5,23200,1.55,2024-07-29 12:02:55
11,0,0,0.0,0.0,0.0,1025,1803.5,1025,1911.6,23150,4940,-631,12395,34.0,1.55,-1.05,1625,1.5,2925,1.55,2024-07-29 12:02:55
601,-3,14,41.0,1807.85,154.75,25,1770.35,75,1811.45,23200,50987,10424,172418,33.28,1.55,-1.2,33150,1.5,63300,1.55,2024-07-29 12:02:55
19,0,0,0.0,0.0,0.0,1025,1707.8,1025,1843.8,23250,8043,-1609,19910,32.89,1.75,-1.2,7600,1.75,5025,1.8,2024-07-29 12:02:55
426,-5,7,0.0,1610.0,32.45,100,1681.95,100,1747.0,23300,50410,1727,112868,32.14,1.75,-1.3,14975,1.75,24575,1.8,2024-07-29 12:02:55
168,-54,78,0.0,1565.0,49.55,50,1630.3,50,1687.0,23350,9159,-523,13661,31.58,1.9,-1.3,4975,1.9,3450,1.95,2024-07-29 12:02:55
1011,-65,88,47.96,1629.9,169.9,225,1592.9,75,1610.4,23400,40470,-2703,95572,30.61,1.9,-1.45,25875,1.9,25375,1.95,2024-07-29 12:02:55
24,0,0,0.0,0.0,0.0,1025,1506.7,1025,1629.0,23450,12979,372,33889,30.11,2.1,-1.35,10850,2.1,18450,2.15,2024-07-29 12:02:55
5307,-621,1192,29.47,1503.0,130.0,125,1506.6,25,1510.95,23500,151243,-14933,307189,29.23,2.1,-1.55,89725,2.05,21625,2.1,2024-07-29 12:02:55
79,0,0,0.0,0.0,0.0,1800,1436.65,1800,1488.45,23550,21600,-89,46648,28.6,2.25,-1.8,10275,2.2,8575,2.25,2024-07-29 12:02:55
1851,-56,79,36.04,1413.15,142.85,250,1406.9,75,1411.35,23600,47304,-25582,193259,27.71,2.2,-1.9,34750,2.15,17625,2.2,2024-07-29 12:02:55
90,-1,7,29.75,1355.6,115.85,50,1348.85,50,1385.75,23650,14039,-4603,55424,26.97,2.35,-2.15,925,2.35,7950,2.4,2024-07-29 12:02:55
2146,-19,93,38.82,1312.0,146.5,50,1306.8,75,1311.7,23700,67520,-27266,303551,26.43,2.55,-2.2,25975,2.5,48450,2.6,2024-07-29 12:02:55
176,1,2,0.0,1132.6,12.7,50,1241.65,100,1280.65,23750,14272,-12102,106809,25.66,2.65,-2.45,8500,2.65,11825,2.7,2024-07-29 12:02:55
3167,51,140,32.48,1215.0,143.15,100,1207.1,100,1211.9,23800,77692,3730,267295,24.99,2.8,-2.7,29025,2.8,21425,2.85,2024-07-29 12:02:55
199,-1,11,0.0,1133.2,119.1,50,1148.45,50,1186.7,23850,17468,-519,65542,24.24,3.05,-3.0,2100,3.05,5575,3.1,2024-07-29 12:02:55
1632,-77,222,28.79,1109.9,132.65,50,1108.45,275,1113.3,23900,52789,-26305,327440,23.48,3.2,-3.65,8100,3.2,27300,3.25,2024-07-29 12:02:55
550,-7,27,0.0,1035.85,123.05,50,1057.8,50,1072.15,23950,17528,955,68966,22.84,3.5,-3.9,8800,3.5,3125,3.55,2024-07-29 12:02:55
19282,-1034,5725,28.79,1012.35,136.55,25,1010.6,75,1012.1,24000,237579,23082,716096,22.21,3.9,-4.4,29400,3.85,15400,3.9,2024-07-29 12:02:55
802,-13,73,31.68,979.9,152.95,25,954.15,75,963.7,24050,32033,4360,143133,21.54,4.15,-5.05,12250,4.15,2250,4.2,2024-07-29 12:02:55
5811,-225,958,25.0,918.25,139.65,100,910.75,100,914.05,24100,123266,26202,574694,20.87,4.55,-5.7,20150,4.55,23950,4.65,2024-07-29 12:02:55
1501,-89,539,23.82,868.6,131.4,100,862.6,100,865.05,24150,40621,-4763,230408,20.26,5.05,-6.45,9125,5.05,6900,5.15,2024-07-29 12:02:55
13036,-1748,5761,24.32,816.0,135.45,100,812.3,75,815.1,24200,185267,39939,647200,19.68,5.85,-7.55,16825,5.8,10025,5.85,2024-07-29 12:02:55
6487,-115,745,23.3,772.7,137.6,75,764.7,50,767.0,24250,43869,-4888,264858,18.93,6.35,-9.05,11275,6.35,9400,6.4,2024-07-29 12:02:55
23774,-2283,7056,21.89,715.0,128.7,50,715.3,75,717.35,24300,143077,11632,673771,18.29,7.25,-10.8,8775,7.25,10950,7.3,2024-07-29 12:02:55
16445,-836,4097,17.79,670.0,129.6,75,665.85,75,668.85,24350,60439,2885,404294,17.67,8.25,-12.9,5400,8.25,6325,8.3,2024-07-29 12:02:55
53943,-8165,21390,19.99,617.1,126.15,175,617.7,400,619.45,24400,242860,54127,879984,17.04,9.6,-15.6,2025,9.6,10875,9.65,2024-07-29 12:02:55
24353,-3090,8074,18.17,568.05,118.5,75,569.7,75,571.0,24450,93909,29645,391429,16.46,11.25,-18.55,7225,11.2,25,11.25,2024-07-29 12:02:55
79354,-15037,94815,18.41,522.2,117.8,575,522.3,400,523.45,24500,263742,26893,964740,16.07,13.8,-22.3,2625,13.8,1425,13.85,2024-07-29 12:02:55
26843,-4864,18425,17.46,476.25,112.25,75,475.3,400,476.3,24550,70883,9439,410635,15.59,16.65,-26.4,1650,16.6,1650,16.65,2024-07-29 12:02:55
56431,-18431,97342,17.07,430.1,109.45,250,429.05,175,430.1,24600,197552,17650,864586,15.2,20.65,-31.0,1000,20.6,1275,20.65,2024-07-29 12:02:55
24486,-7209,40665,16.41,385.0,101.95,50,383.95,900,385.0,24650,76893,7247,474169,14.81,25.45,-36.45,1375,25.4,4700,25.5,2024-07-29 12:02:55
58427,-21426,195706,15.8,340.4,97.35,50,340.35,100,341.05,24700,154544,5358,913444,14.47,31.75,-42.3,2100,31.7,1125,31.8,2024-07-29 12:02:55
33715,-10078,123445,15.61,299.6,89.85,50,298.4,575,299.0,24750,72748,20032,516890,14.09,39.55,-49.4,2225,39.4,375,39.5,2024-07-29 12:02:55
106982,-19408,753499,14.94,257.75,82.15,75,257.5,25,257.9,24800,198847,57579,1333381,13.72,48.85,-57.45,175,48.7,2700,48.8,2024-07-29 12:02:55
46599,-18052,698510,14.52,219.35,73.35,50,219.45,100,219.75,24850,74483,26825,919049,13.39,60.5,-65.95,200,60.55,100,60.65,2024-07-29 12:02:55
132654,15866,2221060,14.17,184.25,65.3,50,184.25,425,184.5,24900,168879,126861,2146924,13.08,75.0,-73.25,200,75.0,1025,75.05,2024-07-29 12:02:55
82369,37027,1659617,13.86,152.35,56.65,550,152.1,975,152.4,24950,70109,60131,1044820,12.84,92.85,-81.75,625,92.75,625,92.95,2024-07-29 12:02:55
302294,76730,3236280,13.59,123.2,48.7,525,123.0,1075,123.25,25000,180584,143671,1427103,12.59,113.8,-90.8,450,113.8,350,114.0,2024-07-29 12:02:55
65981,23073,833431,13.3,97.25,40.25,575,97.15,575,97.35,25050,17393,13068,196048,12.26,137.95,-98.45,350,137.9,1625,138.2,2024-07-29 12:02:55
148591,1051,1386458,12.99,74.85,32.85,25,74.8,550,74.95,25100,23261,13576,207616,11.94,165.55,-106.45,825,165.45,775,165.8,2024-07-29 12:02:55
70589,14422,755884,12.77,56.2,25.4,350,56.3,25,56.4,25150,7251,4172,57484,11.63,197.2,-113.15,100,196.95,275,197.3,2024-07-29 12:02:55
240628,85208,1416655,12.59,41.25,18.7,2825,41.3,2325,41.45,25200,15579,10048,98102,11.4,232.6,-119.0,25,232.45,250,232.75,2024-07-29 12:02:55
76654,20421,678208,12.52,30.2,13.95,4125,30.1,150,30.2,25250,3620,3378,13111,11.17,271.7,-127.3,100,271.05,375,271.6,2024-07-29 12:02:55
129478,26884,911362,12.47,21.6,10.0,1800,21.55,5550,21.65,25300,7063,6004,21154,10.34,312.6,-127.4,875,312.3,600,313.0,2024-07-29 12:02:55
59257,7792,552651,12.57,15.55,7.0,5750,15.55,3050,15.65,25350,197,107,1493,10.09,356.15,-129.45,500,355.95,25,356.85,2024-07-29 12:02:55
108783,28682,643101,12.74,11.4,4.8,10150,11.4,6425,11.5,25400,778,527,3996,9.93,403.5,-133.35,650,401.5,75,402.6,2024-07-29 12:02:55
45342,21733,314936,12.98,8.45,3.4,6350,8.45,700,8.5,25450,217,145,1729,0.0,450.4,-132.1,600,448.0,75,449.7,2024-07-29 12:02:55
254772,46122,1084117,13.36,6.55,2.25,13825,6.55,10050,6.6,25500,3050,1369,7086,0.0,500.95,-133.7,75,496.15,75,497.3,2024-07-29 12:02:55
36908,16305,281335,13.58,4.9,1.55,8200,4.85,11050,4.9,25550,5,5,10,0.0,540.3,-1304.85,25,544.15,75,546.3,2024-07-29 12:02:55
121544,39839,518552,13.9,3.75,1.05,7050,3.75,17550,3.8,25600,319,292,572,0.0,594.7,-133.65,50,592.6,75,594.45,2024-07-29 12:02:55
28414,11082,199594,14.31,3.05,0.7,6650,3.05,17025,3.1,25650,1,0,0,0.0,0.0,0.0,1800,617.0,1800,666.8,2024-07-29 12:02:55
61790,19110,385722,14.84,2.6,0.55,34325,2.55,41000,2.6,25700,55,11,99,0.0,676.7,-152.2,50,690.95,75,693.25,2024-07-29 12:02:55
23438,11141,129807,15.38,2.25,0.4,91250,2.2,19725,2.25,25750,3,3,6,36.51,833.15,-1192.0,225,729.5,50,762.1,2024-07-29 12:02:55
68904,26882,272724,15.91,1.9,0.3,58525,1.85,45725,1.9,25800,32,27,126,0.0,789.95,-115.7,75,790.55,75,792.75,2024-07-29 12:02:55
11207,4469,49568,16.49,1.7,0.2,11825,1.65,6425,1.7,25850,0,0,0,0.0,0.0,0.0,1800,815.0,1800,865.7,2024-07-29 12:02:55
33074,5087,125410,16.96,1.5,0.2,44175,1.45,41650,1.5,25900,1,1,5,33.95,946.2,-1216.6,25,889.45,100,915.05,2024-07-29 12:02:55
10202,675,28534,17.68,1.35,0.1,6100,1.35,11725,1.4,25950,0,0,0,0.0,0.0,0.0,1800,914.45,1800,965.5,2024-07-29 12:02:55
223533,48957,493375,18.21,1.3,0.1,238250,1.25,107500,1.3,26000,926,393,869,0.0,988.85,-144.1,100,988.85,225,991.1,2024-07-29 12:02:55
12879,2319,26450,18.99,1.25,0.2,27425,1.2,28300,1.25,26050,14,12,24,0.0,1013.6,-561.4,75,1038.65,75,1041.05,2024-07-29 12:02:55
24279,10157,93337,19.25,0.9,-0.05,163450,0.9,138150,0.95,26100,3,0,0,0.0,0.0,0.0,1800,1063.9,1800,1115.3,2024-07-29 12:02:55
10208,5154,40016,20.0,0.95,0.15,39600,0.9,35225,0.95,26150,0,0,0,0.0,0.0,0.0,1800,1113.75,1800,1165.25,2024-07-29 12:02:55
31466,12597,85341,20.37,0.85,0.05,81750,0.8,91225,0.85,26200,0,0,0,0.0,0.0,0.0,1800,1163.6,1800,1215.2,2024-07-29 12:02:55
9952,1078,30937,21.24,0.85,0.1,32775,0.85,20200,0.9,26250,4,1,2,46.4,1312.8,-58.5,1800,1213.5,1800,1265.2,2024-07-29 12:02:55
16032,7749,51386,21.69,0.8,0.1,88325,0.75,47450,0.8,26300,0,0,0,0.0,0.0,0.0,1800,1263.35,1800,1315.15,2024-07-29 12:02:55
33757,10461,221464,22.56,0.85,0.2,36100,0.8,48425,0.85,26350,1,0,0,0.0,0.0,0.0,1800,1313.25,1800,1365.15,2024-07-29 12:02:55
27315,-420,145647,22.8,0.65,0.1,110750,0.65,56300,0.7,26400,1,1,2,47.46,1451.05,-1182.95,1800,1363.1,1800,1415.1,2024-07-29 12:02:55
19141,12744,86120,23.68,0.7,0.1,63250,0.7,28525,0.75,26450,2,0,0,0.0,0.0,0.0,1800,1413.0,1800,1465.1,2024-07-29 12:02:55
155649,-11900,438089,23.61,0.55,0.1,413675,0.5,458275,0.55,26500,159,159,311,0.0,1479.8,-1250.15,75,1489.65,250,1498.65,2024-07-29 12:02:55
108552,-8363,275810,24.07,0.45,0.0,407825,0.45,204275,0.5,26550,3,0,6,52.28,1606.25,-357.05,1025,1453.3,1025,1625.35,2024-07-29 12:02:55
37871,0,178951,24.49,0.45,-15.1,274925,0.45,151250,0.5,26600,0,0,0,0.0,0.0,0.0,1025,1476.6,1025,1668.8,2024-07-29 12:02:55
400,0,0,0.0,0.0,0.0,250,3203.2,250,3310.5,21750,248340,-41004,265382,55.29,0.95,-1.0,54575,0.9,57225,0.95,2024-07-29 12:04:56
31,0,0,0.0,0.0,0.0,1025,2982.65,250,3262.45,21800,54799,-14651,69596,54.46,0.95,-0.85,6075,0.9,6925,0.95,2024-07-29 12:04:56
0,0,0,0.0,0.0,0.0,250,3105.6,250,3212.9,21850,30192,-2353,47638,53.9,0.95,-1.05,17325,0.9,9800,0.95,2024-07-29 12:04:56
6,0,0,0.0,0.0,0.0,250,3054.75,1025,3196.6,21900,13939,-6934,27885,53.07,0.95,-0.95,2775,0.9,8750,0.95,2024-07-29 12:04:56
111,0,0,0.0,0.0,0.0,250,3003.75,250,3110.3,21950,6505,-5378,17893,52.24,1.0,-0.95,1950,0.95,5000,1.0,2024-07-29 12:04:56
463,1,3,95.53,3062.15,162.15,225,2973.25,50,3017.5,22000,98872,-20818,93661,51.15,0.95,-0.8,3650,0.95,15925,1.0,2024-07-29 12:04:56
192,0,0,0.0,0.0,0.0,1025,2901.05,250,3010.4,22050,799,152,2621,51.07,1.1,-0.75,1450,1.0,575,1.1,2024-07-29 12:04:56
25,0,0,0.0,0.0,0.0,1025,2852.15,1025,2964.2,22100,4643,-1190,8463,50.0,1.05,-0.75,1750,1.05,2975,1.15,2024-07-29 12:04:56
1,0,0,0.0,0.0,0.0,1025,2801.6,1025,2921.85,22150,3130,476,5748,48.93,1.0,-0.85,950,1.0,3575,1.05,2024-07-29 12:04:56
5,0,0,0.0,0.0,0.0,1025,2754.35,1025,2896.85,22200,3261,-736,6999,48.1,1.0,-0.8,675,0.95,625,1.0,2024-07-29 12:04:56
0,0,0,0.0,0.0,0.0,1025,2702.15,250,2808.35,22250,895,46,2209,47.51,1.1,-0.7,175,1.1,975,1.15,2024-07-29 12:04:56
6,0,0,0.0,0.0,0.0,1025,2649.8,250,2762.0,22300,3315,-1548,4957,46.9,1.1,-0.8,550,1.05,1250,1.1,2024-07-29 12:04:56
0,0,0,0.0,0.0,0.0,1025,2600.7,250,2712.15,22350,555,-149,2018,46.07,1.1,-0.85,650,1.05,650,1.15,2024-07-29 12:04:56
2,0,0,0.0,0.0,0.0,1025,2553.3,1025,2682.0,22400,6193,-1312,11340,45.24,1.1,-0.8,2175,1.05,5725,1.1,2024-07-29 12:04:56
0,0,0,0.0,0.0,0.0,1025,2506.85,250,2609.45,22450,1395,139,2024,44.62,1.15,-0.85,1175,1.15,650,1.2,2024-07-29 12:04:56
710,0,0,0.0,0.0,0.0,25,2460.0,25,2550.0,22500,44684,-10114,92095,43.59,1.1,-0.85,11050,1.1,29850,1.15,2024-07-29 12:04:56
0,0,0,0.0,0.0,0.0,1025,2401.35,1025,2511.8,22550,2391,189,3315,43.15,1.15,-0.85,2950,1.15,1900,1.2,2024-07-29 12:04:56
5,0,1,55.53,2410.0,480.0,1075,2305.7,1025,2465.15,22600,9205,-985,23761,42.5,1.25,-0.85,4900,1.2,3700,1.25,2024-07-29 12:04:56
0,0,0,0.0,0.0,0.0,1025,2304.35,1025,2412.3,22650,1299,-305,2043,41.66,1.25,-0.95,1375,1.2,1500,1.3,2024-07-29 12:04:56
372,0,0,0.0,0.0,0.0,1025,2251.85,1025,2361.7,22700,9424,-537,14690,40.65,1.2,-1.0,6700,1.2,4975,1.25,2024-07-29 12:04:56
0,0,0,0.0,0.0,0.0,1025,2199.9,1025,2339.75,22750,1785,-136,3042,39.81,1.2,-1.0,1575,1.15,2625,1.25,2024-07-29 12:04:56
333,0,0,0.0,0.0,0.0,1025,2156.1,1025,2294.7,22800,21844,-4160,32510,39.32,1.3,-0.95,6250,1.25,15750,1.3,2024-07-29 12:04:56
4,3,10,0.0,2077.9,341.0,1050,2090.9,75,2162.25,22850,2580,-595,9550,38.8,1.4,-0.9,2450,1.4,2500,1.45,2024-07-29 12:04:56
71,0,0,0.0,0.0,0.0,1025,2052.6,1025,2161.65,22900,11607,-2547,33149,38.1,1.35,-1.0,11500,1.35,19425,1.4,2024-07-29 12:04:56
1,0,0,0.0,0.0,0.0,1025,1925.3,1025,2144.9,22950,2577,-1429,9394,37.11,1.45,-1.0,4050,1.4,3275,1.45,2024-07-29 12:04:56
4219,-30,318,46.98,2010.0,154.45,100,2005.65,75,2011.2,23000,147431,-9627,288986,36.55,1.45,-1.15,34425,1.45,67425,1.5,2024-07-29 12:04:56
1,0,0,0.0,0.0,0.0,1025,1901.0,1025,2039.65,23050,3641,-473,10618,35.7,1.45,-1.1,2975,1.45,3800,1.5,2024-07-29 12:04:56
112,0,0,0.0,0.0,0.0,1025,1853.4,1025,1961.7,23100,31041,-4095,73432,34.98,1.55,-1.1,23900,1.5,24400,1.55,2024-07-29 12:04:56
11,0,0,0.0,0.0,0.0,1025,1803.5,1025,1911.6,23150,4940,-631,12475,34.0,1.55,-1.05,1200,1.5,3125,1.55,2024-07-29 12:04:56
601,-3,14,41.0,1807.85,154.75,25,1776.85,100,1848.6,23200,50987,10424,173141,33.28,1.55,-1.2,36650,1.5,30275,1.55,2024-07-29 12:04:56
19,0,0,0.0,0.0,0.0,1025,1707.8,1025,1843.8,23250,8043,-1609,19981,32.89,1.8,-1.15,8450,1.75,7700,1.8,2024-07-29 12:04:56
426,-5,7,0.0,1610.0,32.45,100,1681.95,100,1747.0,23300,50410,1727,114007,32.14,1.75,-1.3,21525,1.75,17725,1.8,2024-07-29 12:04:56
168,-54,78,0.0,1565.0,49.55,50,1630.3,50,1687.05,23350,9159,-523,13665,31.58,1.9,-1.3,3800,1.9,3700,1.95,2024-07-29 12:04:56
1011,-65,88,47.96,1629.9,169.9,100,1599.5,75,1612.7,23400,40470,-2703,96030,30.61,1.9,-1.45,24250,1.9,31575,1.95,2024-07-29 12:04:56
24,0,0,0.0,0.0,0.0,1025,1506.7,1025,1629.0,23450,12979,372,34172,30.11,2.05,-1.4,17275,2.05,18025,2.1,2024-07-29 12:04:56
5307,-621,1192,29.47,1503.0,130.0,50,1508.8,25,1514.85,23500,151243,-14933,308751,29.23,2.05,-1.6,67475,2.05,51750,2.1,2024-07-29 12:04:56
79,0,0,0.0,0.0,0.0,1800,1436.65,1800,1488.45,23550,21600,-89,46648,28.6,2.25,-1.8,9550,2.2,10050,2.25,2024-07-29 12:04:56
1851,-56,79,36.04,1413.15,142.85,250,1409.15,150,1413.6,23600,47304,-25582,193323,27.71,2.2,-1.9,36800,2.15,25400,2.2,2024-07-29 12:04:56
90,-1,7,29.75,1355.6,115.85,50,1348.9,50,1385.75,23650,14039,-4603,55523,26.97,2.35,-2.15,11600,2.3,9900,2.4,2024-07-29 12:04:56
2146,-19,97,38.82,1314.7,149.2,100,1309.05,75,1313.45,23700,67520,-27266,304752,26.43,2.5,-2.25,30750,2.5,36075,2.55,2024-07-29 12:04:56
176,1,2,0.0,1132.6,12.7,50,1241.65,100,1280.65,23750,14272,-12102,106872,25.66,2.65,-2.45,7050,2.65,14250,2.7,2024-07-29 12:04:56
3167,51,140,32.48,1215.0,143.15,100,1209.1,75,1213.9,23800,77692,3730,268037,24.99,2.8,-2.7,22050,2.8,21250,2.85,2024-07-29 12:04:56
199,-1,11,0.0,1133.2,119.1,100,1160.2,75,1183.4,23850,17468,-519,65651,24.24,3.0,-3.05,6150,3.0,4775,3.05,2024-07-29 12:04:56
1632,-77,222,28.79,1109.9,132.65,75,1110.4,75,1115.9,23900,52789,-26305,327618,23.48,3.2,-3.65,31075,3.15,32425,3.2,2024-07-29 12:04:56
550,-7,27,0.0,1035.85,123.05,100,1046.2,50,1067.1,23950,17528,955,69026,22.84,3.45,-3.95,7150,3.45,3275,3.5,2024-07-29 12:04:56
19282,-1034,5811,28.79,1015.0,139.2,75,1012.55,25,1014.4,24000,237579,23082,716801,22.21,3.85,-4.45,31275,3.8,23850,3.85,2024-07-29 12:04:56
802,-13,75,31.68,960.45,133.5,50,959.3,75,966.05,24050,32033,4360,143329,21.54,4.1,-5.1,6125,4.1,10225,4.15,2024-07-29 12:04:56
5811,-225,958,25.0,918.25,139.65,100,911.7,75,915.7,24100,123266,26202,575309,20.87,4.5,-5.75,25900,4.45,6800,4.5,2024-07-29 12:04:56
1501,-89,539,23.82,868.6,131.4,100,864.4,100,868.05,24150,40621,-4763,231293,20.26,5.0,-6.5,6825,4.95,3200,5.0,2024-07-29 12:04:56
13036,-1748,5761,24.32,816.0,135.45,100,815.0,75,817.4,24200,185267,39939,648201,19.68,5.7,-7.7,14250,5.65,7750,5.7,2024-07-29 12:04:56
6487,-115,745,23.3,772.7,137.6,75,766.45,50,768.85,24250,43869,-4888,265310,18.93,6.25,-9.15,6775,6.2,3500,6.25,2024-07-29 12:04:56
23774,-2283,7056,21.89,715.0,128.7,125,716.8,100,719.75,24300,143077,11632,674929,18.29,7.1,-10.95,6650,7.05,175,7.1,2024-07-29 12:04:56
16445,-836,4099,17.79,670.1,129.7,50,667.0,250,671.05,24350,60439,2885,405716,17.67,8.1,-13.05,2900,8.05,7325,8.1,2024-07-29 12:04:56
53943,-8165,21399,19.99,621.3,130.35,50,618.75,400,620.6,24400,242860,54127,880983,17.04,9.35,-15.85,7950,9.35,2600,9.4,2024-07-29 12:04:56
24353,-3090,8080,18.17,574.2,124.65,50,571.05,75,572.55,24450,93909,29645,393032,16.46,11.05,-18.75,2325,11.0,6200,11.05,2024-07-29 12:04:56
79354,-15037,94973,18.41,526.15,121.75,400,524.45,25,525.7,24500,263742,26893,966676,16.07,13.5,-22.6,4300,13.5,2875,13.55,2024-07-29 12:04:56
26843,-4864,18431,17.46,477.65,113.65,625,477.3,400,478.5,24550,70883,9439,411315,15.59,16.3,-26.75,2100,16.25,4200,16.3,2024-07-29 12:04:56
56431,-18431,97384,17.07,431.1,110.45,50,430.65,75,431.6,24600,197552,17650,866708,15.2,20.2,-31.45,3775,20.15,375,20.2,2024-07-29 12:04:56
24486,-7209,40672,16.41,386.75,103.7,25,385.5,175,386.4,24650,76893,7247,475104,14.81,24.95,-36.95,2925,24.95,850,25.05,2024-07-29 12:04:56
58427,-21426,196440,15.8,342.55,99.5,200,342.05,75,342.8,24700,154544,5358,914773,14.47,31.25,-42.8,700,31.2,5675,31.3,2024-07-29 12:04:56
33715,-10078,123525,15.61,300.35,90.6,150,300.05,75,300.7,24750,72748,20032,517752,14.09,38.95,-50.0,50,38.9,4700,39.0,2024-07-29 12:04:56
106982,-19408,754354,14.94,258.6,83.0,500,258.7,125,259.25,24800,198847,57579,1335810,13.72,48.1,-58.2,625,48.1,1225,48.2,2024-07-29 12:04:56
46599,-18052,699066,14.52,221.0,75.0,300,220.6,25,221.0,24850,74483,26825,920135,13.39,59.85,-66.6,375,59.85,2200,60.0,2024-07-29 12:04:56
